Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14337,CLASSIC DUNGEON: FUYOKU NO MASOUJIN,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14338,ALTER EGO,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03
14339,DRAGON'S DOGMA ONLINE,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14340,RAMPO,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14341,RIVER CITY SUPER SPORTS CHALLENGE,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03
14342,MY PET SHOP (JP SALES),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03
14343,EXSTETRA,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03
14344,KONAMI CLASSICS SERIES: ARCADE HITS,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03
14345,DODGE RACING: CHARGER VS CHALLENGER,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03
14346,GOKUJOU!! MECHA MOTE IINCHOU: MM MY BEST FRIEND!,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14347,ATELIER SOPHIE: THE ALCHEMIST OF THE MYSTERIOUS BOOK,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14348,SINGSTAR CHARTBREAKER,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14349,HIIRO NO KAKERA 2: HISUI NO SHIZUKU,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14350,PRO YAKYUU SPIRITS 5 KANZENBAN,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14351,SORCERY SAGA: THE CURSE OF THE GREAT CURRY GOD,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14352,SINGSTAR FUSSBALLHITS,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14353,A GOOD LIBRARIAN LIKE A GOOD SHEPHERD: LIBRARY PARTY,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03
14354,DANCE FACTORY,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03
14355,LEGO LEGENDS OF CHIMA: LAVAL'S JOURNEY,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03
14356,MONTESSORI MUSIC,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03
14357,TOTALLY SPIES!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03
14358,DRAGONHEART: FIRE & STEEL,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14359,NISHIJIN PACHINKO MONOGATARI 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03
14360,CHAOS;HEAD - LOVE CHU*CHU!,X360,2010.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14361,GAL GUN: DOUBLE PEACE,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.0,0.03
14362,PRIPARA & PRETTY RHYTHM: PRIPARA DE TSUKAERU OSHARE ITEM 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14363,ROADKILL,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14364,THE LEGEND OF HEROES III: SONG OF THE OCEAN,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14365,DUNGEON MAKER: HUNTING GROUND,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03
14366,MUSHIHIMESAMA FUTARI VER 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03
14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14368,POCKET FIGHTER,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
14369,LOCK ON: MODERN AIR COMBAT,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03
14370,TOARU MAJUTSU NO KAGAKU NO ENSEMBLE,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14371,OJYOUSAMA EXPRESS,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03
14372,GUILTY GEAR XX ACCENT CORE PLUS,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03
14373,STARSKY & HUTCH,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03
14374,SUPER MEAT BOY: ULTRA EDITION!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03
14375,SITTING DUCKS,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03
14376,BROTHERS CONFLICT: BRILLIANT BLUE,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14377,JOJO'S BIZARRE ADVENTURE: EYES OF HEAVEN,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14378,HAJIME NO IPPO: THE FIGHTING! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14379,EYESHIELD 21: FIELD SAIKYOU NO SENSHI TACHI,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
14380,FULLMETAL ALCHEMIST: BROTHERHOOD,PSP,,Action,Unknown,0.0,0.0,0.03,0.0,0.03
14381,TO LOVERU TROUBLE: WAKU WAKU! RINKANGAKKOU-HEN,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14382,MEDABOTS 9: METABEE / ROKUSHO,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
14383,DOODLE HEX,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03
14384,HOMEWORLD 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03
14385,HAKUOKI ZUISOUROKU OMOKAGE HANA,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14386,HEARTS OF IRON IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
14387,THINKSMART FAMILY!,Wii,2010.0,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
14388,LAST ESCORT: CLUB KATZE,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14389,STACKED WITH DANIEL NEGREANU,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03
14390,SHIN KOIHIME MUSOU: OTOME RYOURAN * SANGOKUSHI ENGI - WEI-HEN,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
14391,RAYMAN 3: HOODLUM HAVOC,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03
14392,OTOMETEKI KOI KAKUMEI * LOVE REVO,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03
14393,PHANTASY STAR ONLINE 2 EPISODE 4: DELUXE PACKAGE,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
14394,TIMMY TIME,DS,2011.0,Action,Avanquest,0.0,0.03,0.0,0.0,0.03
14395,INFINITE STRATOS 2: IGNITION HEARTS,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14396,DR. MUTO,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
14397,AIRSHIP Q,PSV,2015.0,Platform,Cygames,0.0,0.0,0.03,0.0,0.03
14398,RATATOUILLE,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03
14399,OTOMEDIUS GORGEOUS,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14400,JIKANDIA: THE TIMELESS LAND,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
14401,EGG MANIA: EGGSTREME MADNESS,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
14402,SUPER HEROINE CHRONICLE,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14403,BOOT CAMP ACADEMY,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03
14404,KINIRO NO CORDA 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14405,ZERO ESCAPE: VIRTUE'S LAST REWARD,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14406,DARKSTALKERS RESURRECTION,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
14407,TAKE ON HELICOPTERS,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03
14408,HIGHSCHOOL TERRA STORY,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0,0.03
14409,EMERGENCY! DISASTER RESCUE SQUAD,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03
14410,SHAUN WHITE SKATEBOARDING,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03
14411,EMPIRE EARTH II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
14412,SUGGOI! ARCANA HEART 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03
14413,MOTOGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14415,MOTHER GOOSE NO HIMITSU NO YAKATA,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03
14416,HARRY POTTER AND THE HALF-BLOOD PRINCE,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03
14417,WINNING POST 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14418,KNIGHTS OF HONOR,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03
14419,PUZZLE & ACTION: TANT-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03
14420,CODE LYOKO: QUEST FOR INFINITY,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
14421,AWAY: SHUFFLE DUNGEON,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
14422,DIGIMON WORLD 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03
14423,BUBBLE BOBBLE EVOLUTION,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14424,CODENAME: PANZERS COLD WAR,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
14425,KEKKAISHI: KOKUBOUROU SHUURAI,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14426,SHUGO CHARA! AMUNONIJIRO CHARA CHANGE,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14427,GALLEON: ISLANDS OF MYSTERY,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03
14428,RENAI 0 KILOMETER,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14429,WORLD SPORTS COMPETITION,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03
14430,SUMMON NIGHT 6: LOST BORDERS,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14431,TANTEI JINGUUJI SABURO DS: KIENAI KOKORO,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03
14432,FAR EAST OF EDEN SHINDEN,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14433,SUNNY GARCIA SURFING,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
14434,MOTORHEAD,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03
14435,ALIA'S CARNIVAL! SACRAMENT,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
14436,NACHO LIBRE,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14437,STORMLOVER,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14438,GENSOU SUIKODEN I & II,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14439,GLORIA UNION,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03
14440,EBIKORE PHOTO KANO KISS,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
14441,BAD APPLE WARS,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14442,TRANSFORMERS: DEVASTATION,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
14443,EYESHIELD 21: DEVILBATS DEVILDAYS,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
14444,JYUZAENGI: ENGETSU SANGOKUDEN,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14445,SHIN SANGOKU MUSOU ONLINE: KAMISHOU RANBU,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14446,DANCING BLADE II: TEARS OF EDEN,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14447,KOKORO NO KOKORON,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14448,HIIRO NO KAKERA 3: AOIKURO NO KUSABI,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14449,BEATMANIA IIDX 13: DISTORTED,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14450,SECTION 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03
14451,GO! GO! HYPERGRIND,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03
14452,KESHISASU-KUN: BATTLE KAS-TIVAL,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14453,KAIDAN RESTAURANT: ZOKU! SHIN MENU 100-SEN,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14454,HOT PIXEL,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
14455,PEAK PERFORMANCE,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03
14456,DANCE DANCE REVOLUTION: HOTTEST PARTY 5,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03
14457,WHO WANTS TO BE A MILLIONAIRE: 2ND EDITION,Wii,2008.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
14458,KYOKUGEN DASSHUTSU ADV: ZENNIN SHIBOUDESU,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
14459,DOKIDOKI MAJO SHINPAN! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03
14460,S.L.A.I.: STEEL LANCER ARENA INTERNATIONAL,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
14461,PET ALIEN: AN INTERGALACTIC PUZZLEPALOOZA,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
14462,FREAKY FLYERS,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03
14463,BLOKUS PORTABLE: STEAMBOT CHAMPIONSHIP,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14464,RENAI REVENGE,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14465,ZOBOOMAFOO: LEAPIN' LEMURS!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03
14466,ATELIER SHALLIE PLUS: ALCHEMISTS OF THE DUSK SEA,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14467,DENNOU SENKI VIRTUAL-ON FORCE,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14468,SINS OF A SOLAR EMPIRE,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03
14469,GRAFFITI KINGDOM,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03
14470,LANGRISSER: RE:INCARNATION TENSEI,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03
14471,NETTOU! POWERFUL KOUSHIEN,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14472,LORDS OF THE FALLEN,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
14473,GREAT EDO BLACKSMITH,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14474,ARMORED CORE SL: SILENT LINE PORTABLE,PSP,2009.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
14475,GOTOUCHI TETSUDOU: GOTOUCHI CHARA TO NIHON ZENKOKU NO TABI,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14476,COMBAT ELITE: WWII PARATROOPERS,XB,,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03
14477,TO LOVERU TROUBLE: DOKI DOKI! RINKAIGAKKOU-HEN,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14478,LETHAL ENFORCERS I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14479,KLONOA 2: DREAM CHAMP TOURNAMENT,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14480,SHANTAE AND THE PIRATE'S CURSE,3DS,2015.0,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03
14481,MINNA NO GOLF JOU VOL.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14482,THE PEANUTS MOVIE: SNOOPY'S GRAND ADVENTURE,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
14483,RESIDENT EVIL 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
14484,POWER RANGERS SUPER MEGAFORCE,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
14485,TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,X360,2016.0,Action,Activision,0.01,0.02,0.0,0.0,0.03
14486,CABELA'S BIG GAME HUNTER: PRO HUNTS,PS3,2014.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.03
14487,SUPER COLLAPSE! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14488,DUCATI WORLD RACING CHALLENGE,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14489,POP'N MUSIC 14 FEVER!,PS2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14490,GOLDEN NUGGET CASINO / TEXAS HOLD 'EM DOUBLE PACK,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14491,JUDIE NO ATELIER: GURAMNAT NO RENKINJUTSU - TORAWARE NO MORITO,PSP,2010.0,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03
14492,LUX-PAIN (JP SALES),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14493,SMASHING DRIVE,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14494,SENKO NO RONDE DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03
14495,STARSHOT: SPACE CIRCUS FEVER,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
14496,CHARLIE BLASTS TERRITORY,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03
14497,BIG MOUNTAIN 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03
14498,TOKIMEKI MEMORIAL GIRL'S SIDE 1ST LOVE PLUS,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14499,CIMA: THE ENEMY,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03
14500,N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03
14501,KATEKYOO HITMAN REBORN! KIZUNA NO TAG BATTLE,PSP,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14502,CODE GEASS: HANGYAKU NO LELOUCH,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14503,GTR EVOLUTION,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03
14504,HUDSON X GREEEEN LIVE!? DEEEES!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14505,DAIBAKUSHOU: JINSEI GEKIJOU,SNES,1995.0,Misc,Taito,0.0,0.0,0.03,0.0,0.03
14506,MARBLE MADNESS / KLAX,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14507,DOWNSTREAM PANIC!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03
14508,DJ MAX PORTABLE 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
14509,SUZUMIYA HARUHI NO CHOKURETSU,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14510,SIMCITY,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
14511,THE IDOLMASTER: GRAVURE FOR YOU! VOL. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14512,S.Y.K RENSHOUDEN,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14513,CASINO CHAOS WITH LAS VEGAS PLAYERS COLLECTION,PC,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03
14514,HIIRO NO KAKERA: SHIN TAMAYORI HIME DENSHOU - PIECE OF FUTURE,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14515,KONPEKI NO KANTAI,SNES,1995.0,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03
14516,D.C.I.F.: DA CAPO INNOCENT FINALE,PS2,2009.0,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03
14517,GALAXY ANGEL II: MUGEN KAIROU NO KAGI,PS2,2007.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03
14518,NECTARIS: MILITARY MADNESS,PS,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03
14519,DOOM 3 BFG EDITION,PC,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
14520,TENKA-BITO,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
14521,BRAHMA FORCE: THE ASSAULT ON BELTLOGGER 9,PS,1996.0,Shooter,JVC,0.02,0.01,0.0,0.0,0.03
14522,PETZ: DOLPHINZ ENCOUNTER,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03
14523,STAR TREK: TACTICAL ASSAULT,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03
14524,KATEKYOO HITMAN REBORN! DS: ORE GA BOSS! SAIKYOU FAMILY TAISEN,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
14525,SAMURAI SPIRITS: TENKAICHI KENKAKUDEN,PS2,,Fighting,Unknown,0.0,0.0,0.03,0.0,0.03
14526,ROBO PIT,PS,1995.0,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03
14527,EMILY ARCHER AND THE CURSE OF TUTANKHAMUN,DS,2011.0,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03
14528,STORY HOUR: ADVENTURES,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14529,BRAID,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03
14530,MUV-LUV ALTERNATIVE: TOTAL ECLIPSE,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03
14531,R-TYPE III: THE THIRD LIGHTNING,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14532,STAR WARS: THE FORCE UNLEASHED II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
14533,NEED FOR SPEED (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
14534,HAKUOUKI,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14535,"PRINCESS NATASHA: STUDENT, SECRET AGENT, PRINCESS",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14536,ATOMIC BETTY,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
14537,MONSTER HUNTER FRONTIER ONLINE: SEASON 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14538,ROBIN HOOD: DEFENDER OF THE CROWN,XB,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
14539,STREET JAM BASKETBALL,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14540,MASTER OF MONSTERS: DISCIPLES OF GAIA,PS,1997.0,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03
14541,ARMORED CORE: LAST RAVEN PORTABLE,PSP,2010.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
14542,SD GUNDAM: GASHAPON WARS,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14543,COMMANDER: CONQUEST OF THE AMERICAS,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
14544,CURIOUS GEORGE,XB,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14545,DISNEY'S ALADDIN,GBA,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03
14546,ROYAL PALACE OF WHITE SWORD AND THE CITY OF GENTILES,PC,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.01,0.03
14547,VIRTUAL POOL: TOURNAMENT EDITION,XB,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.03
14548,KUNG FU PANDA: SHOWDOWN OF LEGENDARY LEGENDS,X360,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
14549,NIPPON NO ASOKO DE,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14550,007: QUANTUM OF SOLACE,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
14551,MAPLESTORY DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03
